feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,target
1.0,1.0,1.0,9670.0,1.0,1.0,116.0,1.0,3.0,3.0,3.0,3.0,110.1,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,1.33333333333333e+16,0.0,0.0,6.0,6.0,5.0,13.0,0.0,12.4,0.5,1.79,3
1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,1.0,3.0,9.0,6.0,130.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,15.0,6.0,1.17142857142857e+16,0.0,0.0,6.0,8.0,4.0,11.75,0.0,13.9,-0.3,0.79,3
1.0,1.0,3.0,9070.0,1.0,1.0,147.0,1.0,34.0,37.0,5.0,7.0,135.8,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,1.36666666666666e+16,0.0,0.0,6.0,6.0,6.0,1.33333e+16,0.0,9.4,-0.8,-3.12,3
2.0,43.0,1.0,8014.0,0.0,1.0,110.0,1.0,37.0,19.0,9.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,9.0,11.0,17.0,9.0,1.23333333333333e+16,0.0,3.0,7.0,12.0,7.0,1.21429e+16,0.0,9.4,-0.8,-3.12,3
1.0,17.0,1.0,9254.0,1.0,1.0,136.0,1.0,39.0,3.0,3.0,3.0,128.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,6.0,1.16666666666666e+16,0.0,0.0,6.0,10.0,6.0,11.0,0.0,13.9,-0.3,0.79,1
1.0,1.0,1.0,9070.0,1.0,1.0,128.0,1.0,19.0,2.0,7.0,3.0,126.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,1.31666666666666e+16,0.0,0.0,6.0,6.0,6.0,1.26667e+16,0.0,15.5,2.8,-4.06,3
1.0,51.0,1.0,9238.0,1.0,1.0,160.0,1.0,3.0,19.0,2.0,1.0,116.1,0.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,6.0,6.0,1.48333333333333e+16,0.0,0.0,6.0,7.0,6.0,1.51429e+16,0.0,11.1,0.6,2.02,3
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,126.3,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,16.2,0.3,-0.92,1
2.0,1.0,1.0,9991.0,0.0,3.0,160.0,1.0,1.0,3.0,4.0,9.0,137.3,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,5.0,5.0,5.0,10.8,0.0,0.0,5.0,9.0,4.0,11.5,0.0,9.4,-0.8,-3.12,3
1.0,1.0,3.0,9500.0,1.0,1.0,126.0,1.0,38.0,38.0,9.0,8.0,118.8,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,1.27857142857142e+16,0.0,0.0,8.0,8.0,7.0,1.27857e+16,0.0,12.7,3.7,-1.7,3
1.0,39.0,1.0,9556.0,1.0,19.0,100.0,1.0,37.0,38.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,7.0,9.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,1
1.0,1.0,2.0,9500.0,1.0,1.0,149.0,1.0,19.0,38.0,9.0,9.0,126.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,1.29142857142857e+16,0.0,0.0,8.0,8.0,7.0,1.29143e+16,0.0,12.7,3.7,-1.7,3
1.0,43.0,1.0,9991.0,0.0,1.0,140.0,1.0,1.0,1.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,5.0,5.0,5.0,13.8,0.0,0.0,5.0,6.0,5.0,1.38333e+16,0.0,9.4,-0.8,-3.12,3
1.0,17.0,6.0,9147.0,1.0,1.0,121.0,1.0,19.0,38.0,7.0,9.0,123.8,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,5.0,5.0,12.4,0.0,0.0,5.0,8.0,3.0,11.0,0.0,12.7,3.7,-1.7,2
1.0,1.0,1.0,9003.0,1.0,1.0,148.0,1.0,1.0,19.0,194.0,194.0,143.5,0.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,5.0,15.0,0.0,0.0,6.0,8.0,4.0,14.5,0.0,8.9,1.4,3.51,3
1.0,17.0,4.0,9670.0,1.0,1.0,120.0,1.0,1.0,19.0,5.0,5.0,117.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,11875.0,0.0,0.0,6.0,11.0,4.0,14.6,0.0,11.1,0.6,2.02,3
1.0,17.0,1.0,9070.0,1.0,1.0,127.0,1.0,37.0,38.0,9.0,5.0,131.2,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,1.18333333333333e+16,0.0,0.0,6.0,6.0,6.0,1.31667e+16,0.0,7.6,2.6,0.32,3
1.0,1.0,4.0,9085.0,1.0,1.0,138.0,1.0,3.0,1.0,1.0,4.0,123.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,1.48571428571428e+16,0.0,0.0,6.0,10.0,6.0,1311110000000000.0,0.0,12.4,0.5,1.79,3
1.0,17.0,5.0,9853.0,1.0,1.0,134.0,1.0,19.0,38.0,4.0,8.0,122.1,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,1.16666666666666e+16,0.0,0.0,6.0,9.0,4.0,12.0,0.0,10.8,1.4,1.74,1
1.0,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,37.0,36.0,90.0,7.0,128.2,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,5.0,8.0,3.0,12.0,0.0,0.0,5.0,10.0,3.0,1.13333e+16,0.0,7.6,2.6,0.32,1
2.0,39.0,1.0,9991.0,0.0,9.0,133.1,1.0,34.0,34.0,0.0,0.0,118.4,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1
1.0,17.0,6.0,9500.0,1.0,1.0,143.0,1.0,1.0,19.0,4.0,4.0,129.9,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,3.0,7.0,7.0,7.0,1.39142857142857e+16,0.0,5.0,8.0,8.0,8.0,1410625.0,0.0,11.1,0.6,2.02,3
1.0,51.0,1.0,9254.0,1.0,1.0,120.0,1.0,38.0,38.0,9.0,9.0,118.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,6.0,8.0,6.0,1.28571428571428e+16,0.0,0.0,6.0,8.0,5.0,12.6,0.0,8.9,1.4,3.51,3
1.0,4.660053303684192,1.0,9210.77835355385,1.0,1.0,148.99363339819084,1.0,6.660053303684192,33.653686701875024,2.830026651842096,5.9150133259210484,131.66742670743423,0.771246668519738,0.0,0.0,1.0,0.228753331480262,0.0,21.542493337039478,0.0,0.0,5.771246668519738,9.85623334259869,4.228753331480262,13.254885993884866,0.771246668519738,0.0,5.771246668519738,11.85623334259869,3.4575066629605242,1.367758865857846e+16,0.0,9.788880663516446,-0.47974533592763324,-1.9442078761914536,2
1.0,44.41767718498645,1.822790351876693,9670.0,1.0,4.189773666219523,134.6633016685657,1.0,2.822790351876693,15.810226333780477,1.3544192962466137,7.5316289443699205,122.87976623156842,0.8227903518766931,0.0,0.17720964812330686,1.0,1.0,0.0,23.77209648123307,0.0,0.17720964812330686,6.0,12.53162894436992,0.3544192962466137,2.126515777479682,0.0,0.0,6.0,6.1772096481233065,0.0,0.0,0.0,15.296230794571134,0.35316289443699206,-0.39900363451747767,1
1.0,17.0,4.0,9238.0,1.0,1.0,129.0,1.0,19.0,19.0,4.0,7.0,123.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,1.24286e+16,0.0,11.1,0.6,2.02,3
1.0,44.0,1.0,9085.0,1.0,39.0,158.048749795214,1.0,1.0,1.0,3.9024374897607004,4.292687530717899,158.048749795214,1.0,0.0,0.0,1.0,0.0,0.0,22.7073124692821,0.0,1.0975625102392996,6.0,11.9024374897607,4.0975625102393,13.47805000819144,0.0,0.9024374897607003,6.0,16.512187448803502,2.0,13.5,0.0,12.54634376535895,0.4219499918085602,1.6924374897607004,2
1.0,43.0,1.0,9147.0,1.0,1.0,123.0,1.0,37.0,37.0,9.0,9.0,106.2,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,9.0,13.0,22.0,10.0,10.4,0.0,4.0,9.0,18.0,6.0,1.06667e+16,0.0,12.7,3.7,-1.7,3
1.0,43.0,1.0,9130.0,1.0,1.0,140.0,1.0,1.0,3.0,9.0,2.0,140.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,8.0,6.0,15625.0,0.0,0.0,6.0,8.0,6.0,1.58571e+16,0.0,13.9,-0.3,0.79,3
1.0,17.0,1.0,9085.0,1.0,1.0,128.0,1.0,2.0,19.0,2.0,4.0,123.3,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,1.48333333333333e+16,0.0,0.0,6.0,8.0,6.0,1.21429e+16,0.0,8.9,1.4,3.51,3
1.0,12.894780577225749,2.2828810696169537,9147.0,1.0,1.0,145.97369514430645,1.0,37.25657621392339,37.0,9.0,6.769728641770172,139.1822753836802,1.0,0.0,0.7434237860766093,0.2565762139233907,0.2565762139233907,0.7434237860766093,20.026304855693564,0.0,0.0,5.0,5.256576213923391,4.743423786076609,13.107891456708069,0.0,0.0,5.0,5.0,4.256576213923391,12.461837185062103,0.0,11.1,0.6,2.02,2
2.0,43.0,1.0,9991.0,0.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,110.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,4.0,10.0,14.0,4.0,10.75,0.0,2.0,10.0,10.0,2.0,10.0,0.0,7.6,2.6,0.32,1
1.0,5.40773037762211,1.7245168513986182,9299.165979185304,1.0,1.0,147.6225842569931,1.0,32.76582017657374,32.76582017657374,4.724516851398618,4.724516851398618,138.16252356940578,0.2754831486013819,0.0,0.0,1.0,0.7245168513986181,0.0,18.550966297202763,0.0,0.0,5.275483148601382,9.0,3.1019325944055276,1.16666666666666e+16,0.0,0.0,5.275483148601382,8.724516851398619,2.826449445804146,12.252065166258756,1.4490337027972362,7.6,2.6,0.32,2
2.0,39.0,2.0,8014.0,0.0,19.0,100.0,1.0,37.0,37.0,4.0,7.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,0.0,6.0,9.0,6.0,1.18333333333333e+16,0.0,0.0,6.0,7.0,6.0,11.0,0.0,7.6,2.6,0.32,3
1.0,17.0,1.0,171.0,1.0,1.0,128.0,1.0,1.0,1.0,4.0,10.0,134.7,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,1
1.0,17.0,3.0,9085.0,1.0,1.0,130.0,1.0,19.0,37.0,5.0,5.0,121.3,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,14.0,2.0,13.0,2.0,0.0,5.0,8.0,4.0,12.0,1.0,9.4,-0.8,-3.12,2
1.0,17.69961875636139,3.9646610301601632,9254.0,1.0,1.0,118.87631360556057,1.0,37.0,37.0,8.946991545240245,8.946991545240245,112.97631360556056,1.0,0.0,0.0,0.0,0.9823305150800816,0.0,21.964661030160162,0.0,0.0,5.017669484919918,4.911652575400408,0.0,0.0,0.0,0.0,5.017669484919918,4.911652575400408,0.0,0.0,0.0,15.42225426635236,2.7611271331761795,-3.9525695316868963,1
4.0,39.0,1.0,9003.0,1.0,19.0,133.1,1.0,37.0,37.0,9.0,9.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,0.0,6.0,12.0,17.0,7.0,12.0,0.0,3.0,12.0,19.0,9.0,1122220000000000.0,0.0,15.5,2.8,-4.06,3
1.0,44.0,1.0,9991.0,0.0,39.0,140.0,1.0,37.0,19.0,9.0,8.0,140.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,2.0,6.0,7.0,6.0,1.26666666666666e+16,0.0,2.0,6.0,7.0,6.0,1.31667e+16,1.0,9.4,-0.8,-3.12,2
4.129939698255752,1.0,2.564969849127876,9081.737273868459,1.0,1.0,135.61018090523274,1.0,15.084728642150882,23.13278643328518,4.217515075436062,7.0,121.39661758840128,1.0,0.0,0.0,1.0,0.21751507543606208,0.0,20.78248492456394,0.0,0.0,5.217515075436062,11.477394471947566,4.782484924563938,12.156496984912787,1.5649698491278758,0.0,5.217515075436062,9.564969849127875,2.782484924563938,1.13333e+16,0.7824849245639379,9.704521105610487,-0.3214668340406637,-2.0628767333807385,2
1.0,17.0,1.0,9670.0,1.0,1.0,140.0,1.0,1.0,1.0,4.0,3.0,133.4,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,6.0,4.0,11.25,0.0,0.0,6.0,9.0,4.0,1.04286e+16,0.0,10.8,1.4,1.74,2
1.0,1.0,4.0,9500.0,1.0,1.0,130.0,1.0,19.0,19.0,9.0,7.0,119.9,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.78,0.0,0.0,8.0,8.0,8.0,126125.0,0.0,12.4,0.5,1.79,3
1.0,1.0,1.0,9500.0,1.0,1.0,129.0,1.0,19.0,19.0,5.0,5.0,119.6,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,7.0,1400375.0,0.0,0.0,8.0,11.0,7.0,1.38129e+16,0.0,15.5,2.8,-4.06,3
1.0,1.0,4.0,9500.0,1.0,1.0,142.0,1.0,38.0,37.0,9.0,5.0,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,1.50757142857142e+16,0.0,0.0,8.0,8.0,7.0,1.50757e+16,0.0,10.8,1.4,1.74,3
2.0,1.0,2.0,8014.0,0.0,1.0,110.0,1.0,37.0,1.0,9.0,10.0,108.7,1.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,9.4,-0.8,-3.12,3
1.0,17.0,4.0,9085.0,1.0,1.0,123.0,1.0,19.0,19.0,4.0,10.0,124.4,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,14.0,6.0,1.56666666666666e+16,0.0,0.0,6.0,9.0,6.0,14.5,0.0,15.5,2.8,-4.06,3
1.0,1.0,1.4071880083465773,9078.892179874802,1.0,1.0,125.74249593322739,1.0,2.221564025039732,1.5928119916534227,2.5928119916534227,1.8143760166931546,123.7826223565978,1.0,0.0,0.0,1.0,0.0,0.0,18.592811991653424,0.0,0.0,5.407188008346577,10.964059958267114,4.0,11.491014989566779,1.1856239833068454,0.0,5.407188008346577,8.407188008346576,1.778435974960268,7.113743899841072,0.0,9.4,-0.8,-3.12,2
1.0,1.0,3.0,9070.0,1.0,1.0,146.0,1.0,34.0,34.0,0.0,0.0,143.6,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,1
1.0,39.0,1.0,9119.0,1.0,12.0,133.1,1.0,34.0,34.0,0.0,0.0,95.1,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.8,1.4,1.74,1
1.0,1.0,2.0,9147.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,117.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,8.0,2.0,10.0,0.0,0.0,5.0,9.0,3.0,1.13333e+16,0.0,7.6,2.6,0.32,2
1.0,51.0,1.0,8014.0,0.0,2.0,110.0,1.0,19.0,38.0,9.0,10.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,8.0,12.0,12.0,11.0,1.44545454545454e+16,0.0,7.0,11.0,11.0,10.0,14.2,0.0,11.1,0.6,2.02,3
1.0,17.0,4.515747676107875,9119.0,1.0,1.0,124.9370092955685,1.0,4.4527569716763775,3.905513943352755,2.4842523238921257,8.354330234810499,116.80708720648687,0.8385825587026248,0.0,0.8385825587026248,0.16141744129737523,1.0,0.0,19.838582558702626,0.0,0.0,5.0,4.192912793513123,0.0,0.0,0.0,0.0,5.0,4.192912793513123,0.0,0.0,0.0,9.464961044540814,1.2547243028323622,3.2323620009685143,1
1.4516794162735758,39.0,1.0,9500.0,1.0,1.0,131.40020619044807,1.0,37.54832058372642,37.0,6.806717665094303,7.903358832547152,115.03152642099067,1.0,0.0,0.0,1.0,0.0,0.5483205837264242,31.32351182783006,0.0,0.0,7.548320583726424,9.644961751179272,6.096641167452848,12.77960225961086,1.6449617511792727,0.0,7.548320583726424,9.644961751179272,6.096641167452848,12.77960225961086,1.6449617511792727,8.586977050707564,0.7357100153301575,-1.5662228080188993,2
1.0,1.0,1.0,171.0,1.0,1.0,133.1,1.0,38.0,37.0,5.0,5.0,136.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,1
1.0,1.0,2.0,9147.0,1.0,1.0,121.0,1.0,1.0,19.0,9.0,9.0,113.7,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,10.0,2.0,10.0,0.0,0.0,5.0,12.0,1.0,13.0,0.0,7.6,2.6,0.32,1
1.0,43.0,1.0,8014.0,0.0,1.0,117.0,1.0,37.0,37.0,9.0,9.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,6.0,4.0,12.5,0.0,0.0,6.0,6.0,6.0,1.43333e+16,0.0,13.9,-0.3,0.79,1
1.0,17.0,2.0,9147.0,1.0,1.0,126.03956366023408,1.0,1.0,38.0,4.43422338003344,7.0,118.20929664622405,1.0,0.0,0.0,1.0,0.4342233800334395,0.5657766199665605,18.868446760066877,0.0,0.0,5.0,8.565776619966561,2.5657766199665604,11.9144415499164,0.0,0.0,5.0,11.0,3.4342233800334396,11.5427792250418,0.0,9.725024422063536,1.4,2.7414246173408117,2
1.0,1.0,1.0,9130.0,1.0,1.0,138.0,1.0,4.0,5.0,2.0,2.0,123.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,12.0,1.0,11.0,0.0,0.0,5.0,9.0,2.0,10.5,0.0,12.7,3.7,-1.7,2
1.0,39.020580683018856,1.0154355122641443,9085.0,1.0,1.0,139.96449832179246,1.0,36.98456448773585,36.98456448773585,90.04630653679243,90.04630653679243,106.39724372726411,0.0,0.0,0.9948548292452852,0.005145170754714767,0.9948548292452852,0.0,34.92796760943399,0.0,0.0,5.005145170754715,6.963983804716997,1.9897096584905705,11.44083053632078,0.0,0.0,5.005145170754715,7.958838633962282,1.9897096584905705,10.445975707075496,0.0,7.6,2.6,0.32,1
1.0,1.0,1.0,9085.0,1.0,1.0,131.0,1.0,19.0,19.0,9.0,9.0,139.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,13.4,0.0,0.0,5.0,5.0,5.0,12.8,0.0,10.8,1.4,1.74,3
1.0,1.0,2.0,171.0,1.0,1.0,140.0,1.0,1.0,3.0,3.0,3.0,138.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,2
2.0,1.0,4.0,9853.0,1.0,1.0,134.0,1.0,37.0,37.0,5.0,7.0,122.5,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,1.33333333333333e+16,0.0,0.0,6.0,6.0,6.0,14.5,0.0,10.8,1.4,1.74,3
1.0,28.336907607510256,2.691895276056509,9556.0,1.0,1.0,137.1801745399058,1.0,37.56396509201883,37.0,5.616209447886982,7.872069815962327,128.56396509201883,1.0,0.0,0.0,0.5639650920188364,0.0,0.0,25.7963839877928,0.0,0.0,7.0,3.0522443558681456,0.0,0.0,3.0522443558681456,0.0,7.436034907981163,3.488279263849309,0.0,0.0,3.0522443558681456,11.871533674835788,2.6971197116433236,-0.20003991654479703,1
2.0,39.0,1.0,8014.0,0.0,1.0,130.0,1.0,37.0,37.0,9.0,6.0,110.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,11.0,0.0,0.0,6.0,11.0,5.0,11.0,0.0,9.4,-0.8,-3.12,3
1.0,44.0,1.0,9070.0,1.0,39.0,120.0,1.0,19.0,1.0,9.0,3.0,120.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,2.0,7.0,8.0,5.0,12.2,0.0,5.0,9.0,10.0,7.0,1.21429e+16,1.0,16.2,0.3,-0.92,1
1.0,1.0,1.0,9238.0,1.0,1.0,141.0,1.0,37.0,38.0,9.0,10.0,138.9,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,6.0,1.37142857142857e+16,0.0,0.0,6.0,6.0,6.0,1.41667e+16,0.0,13.9,-0.3,0.79,3
1.0,17.0,1.0,9238.0,1.0,1.0,144.0,1.0,3.0,1.0,2.0,3.0,126.9,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,5.0,10.6,0.0,0.0,6.0,11.0,4.0,10.5,0.0,15.5,2.8,-4.06,3
2.470182592696665,28.65598296067337,1.0,9238.0,1.0,10.536713331460028,135.40389470421366,1.0,37.0,37.0,9.0,9.0,131.64563907443832,1.0,0.0,0.0,1.0,0.0,0.47018259269666507,26.29817407303335,0.0,0.0,6.0,9.589452221910005,1.4105477780899953,4.795862445505984,0.0,0.0,5.470182592696665,11.410547778089995,1.8807303707866603,5.759736760534147,0.0,10.951602555898994,1.315821667134993,-2.4523407183707358,2
1.0,17.0,2.0,9147.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,4.0,95.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,1
1.0,51.0,1.0,9147.0,1.0,1.0,130.0,1.0,19.0,38.0,9.0,8.0,115.7,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,5.0,11.0,0.0,0.0,5.0,7.0,3.0,10.0,0.0,8.9,1.4,3.51,2
1.0,39.0,1.0,9991.0,0.0,19.0,133.1,1.0,38.0,19.0,9.0,10.0,142.7,0.0,0.0,1.0,1.0,1.0,1.0,34.0,0.0,0.0,5.0,11.0,5.0,1.47142857142857e+16,0.0,0.0,5.0,14.0,5.0,14375.0,5.0,16.2,0.3,-0.92,3
1.1094675986791152,42.56212960528354,1.8905324013208848,9500.0,1.0,2.9704167762240727,135.68254396383057,1.0,19.0,2.9704167762240727,8.452662006604424,9.34319440792531,121.46183087183331,0.0,0.0,0.0,1.0,1.0,0.8905324013208848,22.31361118414938,0.0,0.0,7.890532401320884,7.890532401320884,0.5473379933955758,1.429646838749244,7.124259210567079,0.0,7.890532401320884,8.109467598679116,0.0,0.0,7.124259210567079,10.144379671017983,-0.6795856414529734,-2.8791712829059466,2
1.0,18.0,1.0,9853.0,1.0,1.0,133.1,1.0,1.0,19.0,141.0,182.0,106.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,7.0,7.0,13.0,0.0,0.0,7.0,8.0,6.0,12.5,0.0,8.9,1.4,3.51,2
1.0,37.38024307626147,1.0,8220.325361342972,0.13380373627948872,1.0,146.26055142836665,1.0,32.18306549393841,32.18306549393841,7.92957010976409,7.92957010976409,134.27182804390563,0.0,0.0,0.0,1.0,0.13380373627948872,0.13380373627948872,22.73239252744102,0.0,7.795766373484602,12.197177582323068,14.86619626372051,8.464785054882045,11.026760747255897,0.0,3.464785054882045,10.598588791161534,11.86619626372051,6.866196263720512,1.1572992264461726e+16,0.0,15.593662615395642,2.465490659301278,-3.639856268082405,2
1.0,1.0,2.0,9773.0,1.0,1.0,132.80074977148612,1.0,9.973757997985764,1.0,3.3947515995971527,4.9962511425693945,129.0244236517681,0.19925022851387897,0.0,0.0,1.0,0.800749771486121,0.0,19.0,0.0,0.0,6.0,8.402249314458363,5.0,12.520299908594447,0.0,4.804498628916726,9.202999085944484,14.206747943375088,7.402249314458363,10.960149954297224,0.800749771486121,9.278575434176371,1.4,3.157327095530434,2
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,37.0,37.0,9.0,1.0,140.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,11.0,5.0,1.38333333333333e+16,0.0,0.0,6.0,13.0,6.0,12.3,0.0,15.5,2.8,-4.06,2
1.0,43.0,1.0,9670.0,1.0,1.0,132.0,1.0,3.0,19.0,4.0,8.0,120.5,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,17.0,4.0,12.5,0.0,0.0,6.0,8.0,4.0,13.25,0.0,13.9,-0.3,0.79,2
1.0,17.0,4.0,9500.0,1.0,1.0,140.0,1.0,1.0,1.0,3.0,3.0,127.6,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,7.0,7.0,6.0,1.37966666666666e+16,0.0,0.0,8.0,11.0,7.0,13775.0,0.0,12.4,0.5,1.79,3
1.0,1.0,1.0,9670.0,1.0,1.0,130.0,1.0,1.0,1.0,0.0,0.0,119.5,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1
1.0,17.0,3.0,9254.0,1.0,1.0,127.0,1.0,12.0,38.0,5.0,7.0,116.9,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,10.0,4.0,12.25,0.0,12.4,0.5,1.79,1
1.0,44.0,1.0,9238.0,1.0,39.0,130.0,1.0,38.0,38.0,6.0,9.0,126.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,3.0,6.0,7.0,5.0,12.2,0.0,2.0,6.0,6.0,6.0,11.5,0.0,13.9,-0.3,0.79,3
2.0,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,37.0,37.0,90.0,90.0,110.3,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,5.0,7.0,4.0,13.5,0.0,0.0,5.0,6.0,5.0,11.6,0.0,7.6,2.6,0.32,3
